uid,iid,user_idx,item_idx,user_id,product_id,rating,rating_count,time_of_day,season,device_type,gender,category,brand,price,original_price,discount_percentage,product_views,purchase_intent,interaction_type,timestamp,price_range,time_of_day_encoded,season_encoded,device_type_encoded,category_encoded,day_of_week,month,hour,is_weekend,explicit_rating
77,95,77,95,78,96,4.45,375,afternoon,autumn,tablet,F,T-shirt,H&M,2206653,2691041,18,230,medium,cart,2023-11-28 16:42:27,Luxury,0,0,2,19,1,11,16,0,0.8166666666666668
27,34,27,34,28,35,4.42,271,evening,autumn,desktop,M,Hat,Tommy Hilfiger,1993283,2372957,16,46,high,cart,2023-11-28 22:30:38,Premium,1,0,0,7,1,11,22,0,0.8066666666666666
135,422,135,422,136,423,4.01,284,night,autumn,desktop,F,Cargo Pants,Mango,1576823,1971029,20,1454,high,purchase,2023-11-29 02:28:40,Premium,3,0,0,4,2,11,2,0,0.6699999999999999
14,334,14,334,15,335,4.75,155,night,autumn,desktop,M,Hat,Gucci,1414221,1790154,21,1821,high,purchase,2023-11-29 05:37:38,Premium,3,0,0,7,2,11,5,0,0.9166666666666666
158,115,158,115,159,116,4.75,307,morning,autumn,tablet,M,Sweater,Nike,1685664,2107081,20,1204,high,purchase,2023-11-29 06:33:20,Premium,2,0,2,18,2,11,6,0,0.9166666666666666
154,291,154,291,155,292,3.9,215,morning,autumn,tablet,F,Polo Shirt,Gap,2162052,2771862,22,1443,medium,cart,2023-11-29 07:08:17,Luxury,2,0,2,11,2,11,7,0,0.6333333333333333
111,384,111,384,112,385,4.54,110,morning,autumn,tablet,F,Sweater,The North Face,399291,492952,19,1850,high,purchase,2023-11-29 07:52:49,Budget,2,0,2,18,2,11,7,0,0.8466666666666667
157,343,157,343,158,344,4.33,205,morning,autumn,tablet,M,Blouse,Zara,1808045,2348111,23,439,high,purchase,2023-11-29 10:10:39,Premium,2,0,2,1,2,11,10,0,0.7766666666666667
178,291,178,291,179,292,2.54,81,afternoon,autumn,desktop,M,Cardigan,Calvin Klein,1715955,2257836,24,1057,low,view,2023-11-29 12:02:22,Premium,0,0,0,3,2,11,12,0,0.18000000000000002
156,137,156,137,157,138,4.56,211,afternoon,autumn,desktop,F,Jeans,Bershka,1058388,1202714,12,1026,high,purchase,2023-11-29 12:32:40,Premium,0,0,0,10,2,11,12,0,0.8533333333333332
171,415,171,415,172,416,4.96,310,afternoon,autumn,tablet,M,Cardigan,Gucci,2412772,2680858,10,368,high,purchase,2023-11-29 14:02:37,Luxury,0,0,2,3,2,11,14,0,0.9866666666666667
48,207,48,207,49,208,4.32,261,afternoon,autumn,tablet,F,Hoodie,The North Face,1988408,2485510,20,1454,high,purchase,2023-11-29 15:18:41,Premium,0,0,2,8,2,11,15,0,0.7733333333333334
54,71,54,71,55,72,4.1,150,evening,autumn,desktop,F,Sneakers,Bershka,1826363,2174242,16,1240,high,purchase,2023-11-29 21:13:53,Premium,1,0,0,16,2,11,21,0,0.6999999999999998
25,45,25,45,26,46,4.25,67,evening,autumn,mobile,F,Blouse,Pull&Bear,1743827,1959357,11,1803,high,purchase,2023-11-29 22:31:02,Premium,1,0,1,1,2,11,22,0,0.75
72,234,72,234,73,235,2.98,381,evening,autumn,mobile,F,Jacket,Carhartt,1871397,2399228,22,916,medium,view,2023-11-29 23:29:16,Premium,1,0,1,9,2,11,23,0,0.32666666666666666
190,118,190,118,191,119,3.1,183,evening,autumn,desktop,M,T-shirt,Bershka,2210849,2484101,11,984,medium,cart,2023-11-29 23:46:38,Luxury,1,0,0,19,2,11,23,0,0.3666666666666667
189,490,189,490,190,491,4.17,170,night,autumn,desktop,M,Blouse,Puma,2419676,2688529,10,451,high,purchase,2023-11-30 00:26:55,Luxury,3,0,0,1,3,11,0,0,0.7233333333333333
23,1,23,1,24,2,4.84,319,night,autumn,desktop,F,Cargo Pants,Ralph Lauren,714060,952080,25,1632,high,purchase,2023-11-30 00:52:07,Mid,3,0,0,4,3,11,0,0,0.9466666666666667
67,482,67,482,68,483,4.18,330,night,autumn,tablet,F,Boots,Nike,674668,864959,22,187,high,cart,2023-11-30 01:30:47,Mid,3,0,2,2,3,11,1,0,0.7266666666666666
20,215,20,215,21,216,4.66,140,night,autumn,tablet,M,Bag,H&M,1437907,1867412,23,980,high,purchase,2023-11-30 01:36:17,Premium,3,0,2,0,3,11,1,0,0.8866666666666667
31,281,31,281,32,282,3.52,375,night,autumn,tablet,M,Cargo Pants,Pull&Bear,1736618,1973430,12,1853,low,view,2023-11-30 05:09:38,Premium,3,0,2,4,3,11,5,0,0.5066666666666667
67,106,67,106,68,107,4.38,138,night,autumn,desktop,M,Dress,Forever 21,514016,667554,23,834,high,cart,2023-11-30 05:57:51,Mid,3,0,0,6,3,11,5,0,0.7933333333333333
50,402,50,402,51,403,3.28,134,morning,autumn,desktop,F,Sunglasses,Dickies,394299,463882,15,1195,medium,view,2023-11-30 07:17:34,Budget,2,0,0,17,3,11,7,0,0.4266666666666666
11,285,11,285,12,286,4.31,225,morning,autumn,mobile,F,Sunglasses,Carhartt,361821,463874,22,1319,high,purchase,2023-11-30 08:25:15,Budget,2,0,1,17,3,11,8,0,0.7699999999999999
175,402,175,402,176,403,4.87,135,morning,autumn,tablet,F,Shirt,Puma,584555,704284,17,660,high,purchase,2023-11-30 11:38:14,Mid,2,0,2,12,3,11,11,0,0.9566666666666667
129,392,129,392,130,393,3.52,347,afternoon,autumn,desktop,M,Hoodie,Adidas,2014623,2238470,10,1442,medium,view,2023-11-30 13:28:10,Luxury,0,0,0,8,3,11,13,0,0.5066666666666667
183,16,183,16,184,17,4.32,157,afternoon,autumn,tablet,F,Skirt,Mango,851524,946138,10,1881,medium,cart,2023-11-30 14:50:33,Mid,0,0,2,15,3,11,14,0,0.7733333333333334
153,478,153,478,154,479,4.4,126,evening,autumn,tablet,F,Sweater,Zara,1164162,1552216,25,1578,high,cart,2023-11-30 19:02:37,Premium,1,0,2,18,3,11,19,0,0.8000000000000002
181,197,181,197,182,198,3.29,176,evening,autumn,mobile,F,Bag,Calvin Klein,1522717,1952202,22,1143,medium,cart,2023-11-30 21:37:21,Premium,1,0,1,0,3,11,21,0,0.43
150,415,150,415,151,416,4.48,236,evening,autumn,mobile,F,Polo Shirt,Adidas,2046859,2658259,23,1609,high,purchase,2023-11-30 23:07:43,Luxury,1,0,1,11,3,11,23,0,0.8266666666666668
41,70,41,70,42,71,4.79,328,evening,autumn,tablet,F,Dress,Tommy Hilfiger,1891382,2306564,18,581,medium,view,2023-11-30 23:27:26,Premium,1,0,2,6,3,11,23,0,0.93
58,274,58,274,59,275,2.79,161,evening,autumn,desktop,M,Sweater,Mango,827454,1021549,19,224,low,view,2023-11-30 23:41:56,Mid,1,0,0,18,3,11,23,0,0.26333333333333336
182,320,182,320,183,321,3.21,232,night,winter,desktop,F,Sunglasses,Mango,2232558,2508493,11,879,high,cart,2023-12-01 00:40:01,Luxury,3,3,0,17,4,12,0,0,0.4033333333333333
73,233,73,233,74,234,4.42,86,night,winter,desktop,M,Polo Shirt,Nike,1898067,2108964,10,530,high,purchase,2023-12-01 02:22:15,Premium,3,3,0,11,4,12,2,0,0.8066666666666666
26,232,26,232,27,233,2.97,279,night,winter,mobile,F,Shorts,Calvin Klein,2117432,2646790,20,1526,low,view,2023-12-01 03:02:42,Luxury,3,3,1,14,4,12,3,0,0.3233333333333334
102,395,102,395,103,396,4.38,270,morning,winter,tablet,F,Boots,The North Face,2235412,2540241,12,1391,medium,cart,2023-12-01 09:52:43,Luxury,2,3,2,2,4,12,9,0,0.7933333333333333
39,274,39,274,40,275,2.53,64,afternoon,winter,tablet,M,Sweater,Carhartt,1157816,1300917,11,1913,medium,view,2023-12-01 12:37:40,Premium,0,3,2,18,4,12,12,0,0.1766666666666666
1,119,1,119,2,120,2.1,82,afternoon,winter,desktop,F,Boots,Puma,855502,1096798,22,1855,medium,view,2023-12-01 12:43:05,Mid,0,3,0,2,4,12,12,0,0.03333333333333336
144,463,144,463,145,464,3.14,288,afternoon,winter,mobile,M,T-shirt,Pull&Bear,873414,1039779,16,614,medium,view,2023-12-01 13:23:39,Mid,0,3,1,19,4,12,13,0,0.38000000000000006
0,97,0,97,1,98,4.21,371,afternoon,winter,desktop,M,Jeans,Forever 21,583840,686871,15,539,high,view,2023-12-01 16:01:29,Mid,0,3,0,10,4,12,16,0,0.7366666666666667
131,273,131,273,132,274,4.25,300,evening,winter,desktop,M,Cardigan,Nike,293442,357857,18,418,medium,view,2023-12-01 18:11:25,Budget,1,3,0,3,4,12,18,0,0.75
106,487,106,487,107,488,4.21,108,evening,winter,desktop,M,Bag,Levi's,2101120,2360810,11,1387,high,purchase,2023-12-01 18:32:17,Luxury,1,3,0,0,4,12,18,0,0.7366666666666667
63,100,63,100,64,101,3.05,185,night,winter,tablet,F,Sweater,Calvin Klein,1093239,1214710,10,1867,medium,view,2023-12-02 00:25:36,Premium,3,3,2,18,5,12,0,1,0.3499999999999999
175,348,175,348,176,349,4.39,107,night,winter,desktop,F,Sneakers,Mango,1642119,1931905,15,846,high,purchase,2023-12-02 05:34:48,Premium,3,3,0,16,5,12,5,1,0.7966666666666665
93,352,93,352,94,353,2.2,92,night,winter,tablet,F,Jeans,Adidas,970590,1228595,21,565,medium,view,2023-12-02 05:52:48,Mid,3,3,2,10,5,12,5,1,0.06666666666666672
83,98,83,98,84,99,4.37,260,morning,winter,desktop,F,Boots,Gucci,2198212,2747765,20,1895,high,purchase,2023-12-02 06:11:16,Luxury,2,3,0,2,5,12,6,1,0.79
148,116,148,116,149,117,4.63,269,morning,winter,mobile,M,Boots,Lacoste,1393124,1857499,25,1382,high,purchase,2023-12-02 08:36:19,Premium,2,3,1,2,5,12,8,1,0.8766666666666666
36,129,36,129,37,130,4.02,311,morning,winter,tablet,M,Jeans,Bershka,370641,452002,18,1058,high,view,2023-12-02 10:21:12,Budget,2,3,2,10,5,12,10,1,0.6733333333333332
153,210,153,210,154,211,2.04,241,morning,winter,desktop,M,Dress,The North Face,1960406,2450508,20,423,medium,view,2023-12-02 10:36:02,Premium,2,3,0,6,5,12,10,1,0.013333333333333345
181,269,181,269,182,270,4.4,220,afternoon,winter,desktop,F,Shorts,Uniqlo,1745728,2182160,20,1516,high,purchase,2023-12-02 12:35:27,Premium,0,3,0,14,5,12,12,1,0.8000000000000002
145,324,145,324,146,325,3.17,159,afternoon,winter,tablet,M,Polo Shirt,Mango,711577,924126,23,1181,high,cart,2023-12-02 13:38:21,Mid,0,3,2,11,5,12,13,1,0.38999999999999996
111,290,111,290,112,291,4.84,337,afternoon,winter,desktop,M,Jeans,Puma,995426,1260033,21,442,high,purchase,2023-12-02 15:58:10,Mid,0,3,0,10,5,12,15,1,0.9466666666666667
141,58,141,58,142,59,4.88,320,evening,winter,desktop,F,Sweater,Nike,2207106,2942808,25,536,high,purchase,2023-12-02 19:06:23,Luxury,1,3,0,18,5,12,19,1,0.96
88,316,88,316,89,317,3.91,211,night,winter,desktop,M,Sunglasses,Gucci,1727980,2057120,16,387,low,view,2023-12-03 00:56:10,Premium,3,3,0,17,6,12,0,1,0.6366666666666667
3,183,3,183,4,184,4.66,169,night,winter,mobile,M,Jeans,Nike,293456,376226,22,1543,high,view,2023-12-03 00:56:13,Budget,3,3,1,10,6,12,0,1,0.8866666666666667
164,148,164,148,165,149,4.39,234,night,winter,mobile,M,Blouse,Carhartt,236424,311085,24,899,high,purchase,2023-12-03 03:59:54,Budget,3,3,1,1,6,12,3,1,0.7966666666666665
197,195,197,195,198,196,2.31,101,morning,winter,tablet,F,Sneakers,Calvin Klein,707766,822984,14,267,low,view,2023-12-03 09:12:01,Mid,2,3,2,16,6,12,9,1,0.10333333333333335
121,244,121,244,122,245,4.17,125,morning,winter,mobile,F,Jeans,The North Face,579029,742345,22,1516,high,purchase,2023-12-03 09:26:56,Mid,2,3,1,10,6,12,9,1,0.7233333333333333
26,439,26,439,27,440,4.85,369,morning,winter,mobile,M,Sunglasses,Ralph Lauren,343187,418521,18,913,high,cart,2023-12-03 11:25:43,Budget,2,3,1,17,6,12,11,1,0.9499999999999998
116,313,116,313,117,314,3.16,73,afternoon,winter,desktop,F,Cargo Pants,Forever 21,503074,591852,15,480,medium,view,2023-12-03 13:31:54,Mid,0,3,0,4,6,12,13,1,0.3866666666666667
120,160,120,160,121,161,4.83,32,afternoon,winter,mobile,M,Boots,Uniqlo,1396396,1702922,18,1909,high,purchase,2023-12-03 14:37:07,Premium,0,3,1,2,6,12,14,1,0.9433333333333334
27,351,27,351,28,352,3.9,348,afternoon,winter,mobile,M,Shirt,Tommy Hilfiger,1094862,1273096,14,1216,high,cart,2023-12-03 15:38:33,Premium,0,3,1,12,6,12,15,1,0.6333333333333333
134,234,134,234,135,235,3.35,218,afternoon,winter,desktop,M,Shirt,Carhartt,883107,1051318,16,249,low,view,2023-12-03 17:08:59,Mid,0,3,0,12,6,12,17,1,0.45
122,438,122,438,123,439,2.1,392,evening,winter,tablet,F,Jeans,Zara,2036218,2545273,20,1102,medium,view,2023-12-03 18:24:17,Luxury,1,3,2,10,6,12,18,1,0.03333333333333336
130,438,130,438,131,439,4.32,327,evening,winter,desktop,F,Cargo Pants,Tommy Hilfiger,1163116,1530416,24,1803,high,purchase,2023-12-03 20:11:23,Premium,1,3,0,4,6,12,20,1,0.7733333333333334
179,42,179,42,180,43,4.08,236,evening,winter,mobile,F,Shorts,Calvin Klein,939943,1092957,14,758,high,purchase,2023-12-03 21:54:14,Mid,1,3,1,14,6,12,21,1,0.6933333333333334
112,112,112,112,113,113,4.59,230,evening,winter,mobile,F,Boots,Dickies,963924,1190030,19,1091,high,cart,2023-12-03 23:43:07,Mid,1,3,1,2,6,12,23,1,0.8633333333333333
35,343,35,343,36,344,4.69,306,night,winter,desktop,F,Shirt,Adidas,1648684,1852455,11,137,high,purchase,2023-12-04 00:14:29,Premium,3,3,0,12,0,12,0,0,0.8966666666666668
168,2,168,2,169,3,4.67,164,night,winter,desktop,F,Coat,Gucci,1056017,1186536,11,681,high,purchase,2023-12-04 01:41:39,Premium,3,3,0,5,0,12,1,0,0.89
133,278,133,278,134,279,3.52,274,morning,winter,mobile,M,Skirt,Tommy Hilfiger,833919,1083012,23,1880,medium,view,2023-12-04 06:23:37,Mid,2,3,1,15,0,12,6,0,0.5066666666666667
15,244,15,244,16,245,4.1,236,morning,winter,tablet,F,Blouse,Gucci,729714,935531,22,1606,high,purchase,2023-12-04 07:01:48,Mid,2,3,2,1,0,12,7,0,0.6999999999999998
177,146,177,146,178,147,3.3,342,morning,winter,mobile,M,Shorts,H&M,2026891,2598579,22,737,medium,cart,2023-12-04 07:32:05,Luxury,2,3,1,14,0,12,7,0,0.4333333333333333
176,408,176,408,177,409,3.64,136,morning,winter,desktop,M,Jacket,Bershka,2455387,2958298,17,1255,high,cart,2023-12-04 07:58:12,Luxury,2,3,0,9,0,12,7,0,0.5466666666666667
66,256,66,256,67,257,4.31,51,morning,winter,mobile,M,Bag,Mango,992902,1128298,12,1444,high,cart,2023-12-04 09:35:16,Mid,2,3,1,0,0,12,9,0,0.7699999999999999
25,165,25,165,26,166,4.03,67,morning,winter,tablet,F,Blouse,Adidas,1547453,1799364,14,1094,high,purchase,2023-12-04 10:40:02,Premium,2,3,2,1,0,12,10,0,0.6766666666666667
98,387,98,387,99,388,4.06,121,afternoon,winter,mobile,M,Skirt,Levi's,1500461,1899318,21,106,high,purchase,2023-12-04 12:42:54,Premium,0,3,1,15,0,12,12,0,0.6866666666666665
28,65,28,65,29,66,4.72,149,afternoon,winter,desktop,F,Jeans,Dickies,2031228,2389681,15,1858,high,cart,2023-12-04 14:01:42,Luxury,0,3,0,10,0,12,14,0,0.9066666666666666
165,480,165,480,166,481,4.81,383,afternoon,winter,tablet,F,Cardigan,Lacoste,1824368,2171867,16,1684,high,purchase,2023-12-04 15:27:11,Premium,0,3,2,3,0,12,15,0,0.9366666666666665
160,50,160,50,161,51,4.91,151,afternoon,winter,tablet,M,Jeans,Dickies,2221844,2676921,17,1652,medium,view,2023-12-04 16:04:17,Luxury,0,3,2,10,0,12,16,0,0.9700000000000001
158,345,158,345,159,346,4.75,260,afternoon,winter,mobile,F,Polo Shirt,Gucci,1500619,1765435,15,1488,high,purchase,2023-12-04 16:20:12,Premium,0,3,1,11,0,12,16,0,0.9166666666666666
94,289,94,289,95,290,4.19,151,evening,winter,mobile,M,Shirt,Nike,1885053,2142106,12,165,high,cart,2023-12-04 19:01:19,Premium,1,3,1,12,0,12,19,0,0.7300000000000001
136,34,136,34,137,35,4.06,23,evening,winter,desktop,M,Jeans,H&M,580800,754287,23,1946,high,purchase,2023-12-04 19:15:13,Mid,1,3,0,10,0,12,19,0,0.6866666666666665
169,258,169,258,170,259,4.99,97,evening,winter,desktop,M,Polo Shirt,Zara,1170383,1345268,13,1944,high,purchase,2023-12-04 20:02:48,Premium,1,3,0,11,0,12,20,0,0.9966666666666667
117,393,117,393,118,394,4.57,242,night,winter,mobile,M,Shirt,Calvin Klein,1449979,1686023,14,1987,medium,view,2023-12-05 01:56:33,Premium,3,3,1,12,1,12,1,0,0.8566666666666668
141,333,141,333,142,334,4.28,64,night,winter,mobile,F,Blouse,Lacoste,1615020,1814630,11,242,medium,cart,2023-12-05 03:33:48,Premium,3,3,1,1,1,12,3,0,0.7600000000000001
45,46,45,46,46,47,3.6,384,night,winter,mobile,M,Cardigan,Uniqlo,461260,591359,22,1444,high,cart,2023-12-05 05:36:59,Budget,3,3,1,3,1,12,5,0,0.5333333333333333
14,130,14,130,15,131,2.22,345,morning,winter,desktop,F,Bag,Adidas,629095,827757,24,1390,low,view,2023-12-05 06:21:33,Mid,2,3,0,0,1,12,6,0,0.0733333333333334
175,109,175,109,176,110,4.16,254,morning,winter,tablet,M,Sunglasses,Tommy Hilfiger,908382,1211176,25,674,high,cart,2023-12-05 06:33:40,Mid,2,3,2,17,1,12,6,0,0.7200000000000001
82,123,82,123,83,124,4.39,313,morning,winter,mobile,F,Polo Shirt,Calvin Klein,479285,630639,24,937,medium,cart,2023-12-05 08:03:32,Budget,2,3,1,11,1,12,8,0,0.7966666666666665
76,497,76,497,77,498,4.32,82,morning,winter,desktop,M,Sweater,Ralph Lauren,490987,606158,19,830,high,purchase,2023-12-05 08:55:57,Budget,2,3,0,18,1,12,8,0,0.7733333333333334
144,475,144,475,145,476,4.02,284,morning,winter,tablet,M,Cargo Pants,H&M,468595,608565,23,247,high,purchase,2023-12-05 08:56:13,Budget,2,3,2,4,1,12,8,0,0.6733333333333332
131,483,131,483,132,484,4.51,306,morning,winter,mobile,F,Sneakers,Dickies,489985,612482,20,336,high,purchase,2023-12-05 09:23:35,Budget,2,3,1,16,1,12,9,0,0.8366666666666666
157,65,157,65,158,66,3.73,327,morning,winter,tablet,F,Cargo Pants,Tommy Hilfiger,330232,402723,18,1512,medium,cart,2023-12-05 11:52:57,Budget,2,3,2,4,1,12,11,0,0.5766666666666667
106,208,106,208,107,209,4.03,214,afternoon,winter,mobile,M,Cargo Pants,The North Face,2474825,2749806,10,996,high,purchase,2023-12-05 17:29:26,Luxury,0,3,1,4,1,12,17,0,0.6766666666666667
195,214,195,214,196,215,3.48,86,night,winter,desktop,F,Cardigan,Bershka,2344640,2726326,14,524,high,cart,2023-12-06 02:08:20,Luxury,3,3,0,3,2,12,2,0,0.49333333333333335
73,157,73,157,74,158,4.92,199,morning,winter,mobile,F,Skirt,Puma,755272,868129,13,100,high,purchase,2023-12-06 06:40:29,Mid,2,3,1,15,2,12,6,0,0.9733333333333333
67,364,67,364,68,365,3.08,64,morning,winter,mobile,M,Cardigan,Tommy Hilfiger,1218752,1384946,12,1353,high,cart,2023-12-06 07:09:41,Premium,2,3,1,3,2,12,7,0,0.36000000000000004
27,460,27,460,28,461,2.86,288,morning,winter,desktop,F,Hoodie,Adidas,2286117,2568671,11,1522,low,view,2023-12-06 09:25:07,Luxury,2,3,0,8,2,12,9,0,0.2866666666666666
146,375,146,375,147,376,4.97,308,afternoon,winter,desktop,F,Sneakers,Adidas,2273401,2806669,19,553,high,purchase,2023-12-06 13:22:51,Luxury,0,3,0,16,2,12,13,0,0.9899999999999999
75,93,75,93,76,94,3.54,67,afternoon,winter,tablet,M,Sweater,Dickies,396368,521538,24,310,high,cart,2023-12-06 16:21:31,Budget,0,3,2,18,2,12,16,0,0.5133333333333333
74,403,74,403,75,404,4.12,231,afternoon,winter,desktop,M,Cardigan,Carhartt,1337690,1555454,14,1720,high,purchase,2023-12-06 17:01:06,Premium,0,3,0,3,2,12,17,0,0.7066666666666667
64,107,64,107,65,108,4.95,234,evening,winter,tablet,F,Skirt,Calvin Klein,2212029,2910565,24,1990,high,purchase,2023-12-06 18:10:55,Luxury,1,3,2,15,2,12,18,0,0.9833333333333334
22,424,22,424,23,425,4.52,72,evening,winter,mobile,F,Shirt,Puma,2057823,2707662,24,953,high,purchase,2023-12-06 19:06:01,Luxury,1,3,1,12,2,12,19,0,0.8399999999999999
199,254,199,254,200,255,4.06,299,evening,winter,tablet,M,Jacket,Mango,1611889,1790988,10,22,high,purchase,2023-12-06 22:31:36,Premium,1,3,2,9,2,12,22,0,0.6866666666666665
130,276,130,276,131,277,3.05,353,evening,winter,tablet,F,Dress,Pull&Bear,2051274,2471415,17,1348,high,cart,2023-12-06 23:09:55,Luxury,1,3,2,6,2,12,23,0,0.3499999999999999
9,132,9,132,10,133,3.39,129,night,winter,tablet,F,Hat,Puma,447058,588235,24,1825,high,cart,2023-12-07 01:09:22,Budget,3,3,2,7,3,12,1,0,0.4633333333333334
182,117,182,117,183,118,3.36,225,night,winter,desktop,F,Hoodie,Ralph Lauren,1914626,2363736,19,378,low,view,2023-12-07 02:03:52,Premium,3,3,0,8,3,12,2,0,0.4533333333333333
107,188,107,188,108,189,4.65,314,night,winter,tablet,F,Shorts,Levi's,1288468,1464169,12,1878,high,purchase,2023-12-07 02:08:34,Premium,3,3,2,14,3,12,2,0,0.8833333333333334
187,136,187,136,188,137,4.87,20,morning,winter,tablet,M,Shoes,Gucci,516906,689208,25,335,medium,cart,2023-12-07 06:34:45,Mid,2,3,2,13,3,12,6,0,0.9566666666666667
160,87,160,87,161,88,4.83,85,morning,winter,tablet,F,Shoes,Tommy Hilfiger,603373,718302,16,1974,medium,cart,2023-12-07 08:23:59,Mid,2,3,2,13,3,12,8,0,0.9433333333333334
122,106,122,106,123,107,4.32,142,morning,winter,mobile,M,Jacket,Lacoste,1106707,1317509,16,1150,high,cart,2023-12-07 09:58:00,Premium,2,3,1,9,3,12,9,0,0.7733333333333334
59,263,59,263,60,264,3.67,180,morning,winter,desktop,F,Hoodie,Ralph Lauren,1752248,2246472,22,1793,medium,cart,2023-12-07 10:18:53,Premium,2,3,0,8,3,12,10,0,0.5566666666666666
83,376,83,376,84,377,2.45,397,afternoon,winter,mobile,F,Coat,Levi's,286653,318504,10,1701,medium,view,2023-12-07 13:18:16,Budget,0,3,1,5,3,12,13,0,0.15000000000000005
172,489,172,489,173,490,2.42,68,afternoon,winter,mobile,F,Hat,Zara,396602,477834,17,103,low,view,2023-12-07 15:58:52,Budget,0,3,1,7,3,12,15,0,0.13999999999999999
94,440,94,440,95,441,3.15,248,afternoon,winter,mobile,M,Shoes,Dickies,1711828,2139786,20,1592,high,cart,2023-12-07 16:32:04,Premium,0,3,1,13,3,12,16,0,0.3833333333333333
91,275,91,275,92,276,3.41,307,evening,winter,mobile,F,Polo Shirt,Adidas,2143174,2435425,12,679,medium,view,2023-12-07 18:54:24,Luxury,1,3,1,11,3,12,18,0,0.47000000000000003
20,249,20,249,21,250,2.65,315,evening,winter,tablet,M,T-shirt,Dickies,1215697,1447259,16,1585,low,view,2023-12-07 20:11:20,Premium,1,3,2,19,3,12,20,0,0.21666666666666665
132,185,132,185,133,186,2.15,244,evening,winter,mobile,M,Coat,Gap,920418,1180024,22,1857,medium,view,2023-12-07 21:13:01,Mid,1,3,1,5,3,12,21,0,0.04999999999999997
72,394,72,394,73,395,4.69,127,evening,winter,mobile,F,Cargo Pants,Carhartt,659582,814299,19,1854,high,purchase,2023-12-07 22:20:37,Mid,1,3,1,4,3,12,22,0,0.8966666666666668
190,211,190,211,191,212,2.57,302,evening,winter,tablet,M,Boots,Nike,1015885,1167685,13,883,low,view,2023-12-07 23:01:34,Premium,1,3,2,2,3,12,23,0,0.18999999999999995
28,62,28,62,29,63,4.28,131,night,winter,desktop,F,Dress,H&M,1360095,1545563,12,755,high,cart,2023-12-08 00:33:11,Premium,3,3,0,6,4,12,0,0,0.7600000000000001
116,407,116,407,117,408,4.66,396,night,winter,desktop,M,Blouse,Ralph Lauren,2546645,2893915,12,669,high,purchase,2023-12-08 02:15:47,Luxury,3,3,0,1,4,12,2,0,0.8866666666666667
82,349,82,349,83,350,4.84,290,night,winter,mobile,F,Shirt,Forever 21,690933,794176,13,92,high,purchase,2023-12-08 04:00:15,Mid,3,3,1,12,4,12,4,0,0.9466666666666667
157,153,157,153,158,154,3.6,105,night,winter,desktop,F,Shoes,Ralph Lauren,810480,910652,11,866,high,cart,2023-12-08 04:49:00,Mid,3,3,0,13,4,12,4,0,0.5333333333333333
68,126,68,126,69,127,2.85,317,night,winter,tablet,M,Dress,Bershka,1175909,1547249,24,1523,low,view,2023-12-08 04:54:25,Premium,3,3,2,6,4,12,4,0,0.2833333333333334
23,336,23,336,24,337,4.0,41,morning,winter,mobile,M,Jacket,Forever 21,275629,316816,13,980,high,cart,2023-12-08 08:47:03,Budget,2,3,1,9,4,12,8,0,0.6666666666666666
36,476,36,476,37,477,4.18,33,morning,winter,mobile,F,Blouse,The North Face,427891,548579,22,230,high,purchase,2023-12-08 09:58:31,Budget,2,3,1,1,4,12,9,0,0.7266666666666666
21,430,21,430,22,431,4.88,46,morning,winter,tablet,M,Polo Shirt,Puma,1739610,2319480,25,371,high,purchase,2023-12-08 10:44:22,Premium,2,3,2,11,4,12,10,0,0.96
121,15,121,15,122,16,3.26,240,morning,winter,mobile,F,Cardigan,The North Face,2325141,2768025,16,1759,medium,cart,2023-12-08 11:07:19,Luxury,2,3,1,3,4,12,11,0,0.41999999999999993
42,197,42,197,43,198,3.78,397,morning,winter,tablet,M,Bag,H&M,713062,859112,17,748,low,view,2023-12-08 11:58:42,Mid,2,3,2,0,4,12,11,0,0.5933333333333333
195,250,195,250,196,251,3.22,113,afternoon,winter,tablet,M,Hoodie,Dickies,2297411,2767966,17,481,medium,view,2023-12-08 13:57:14,Luxury,0,3,2,8,4,12,13,0,0.40666666666666673
12,226,12,226,13,227,3.11,101,afternoon,winter,mobile,F,Cardigan,Forever 21,2458527,2998204,18,1609,medium,view,2023-12-08 14:46:35,Luxury,0,3,1,3,4,12,14,0,0.36999999999999994
83,172,83,172,84,173,4.64,216,afternoon,winter,mobile,F,Skirt,Adidas,2213130,2486664,11,71,medium,cart,2023-12-08 14:56:19,Luxury,0,3,1,15,4,12,14,0,0.8799999999999999
184,387,184,387,185,388,4.99,356,evening,winter,desktop,M,Cargo Pants,Mango,255285,319107,20,1622,high,purchase,2023-12-08 18:28:53,Budget,1,3,0,4,4,12,18,0,0.9966666666666667
28,222,28,222,29,223,4.47,262,evening,winter,mobile,M,Jacket,Zara,2157868,2599841,17,370,medium,view,2023-12-08 20:30:02,Luxury,1,3,1,9,4,12,20,0,0.8233333333333333
156,52,156,52,157,53,4.15,399,evening,winter,desktop,M,Bag,Forever 21,1880069,2292768,18,1458,high,purchase,2023-12-08 22:42:58,Premium,1,3,0,0,4,12,22,0,0.7166666666666668
86,187,86,187,87,188,4.81,138,evening,winter,desktop,M,Jeans,Lacoste,787310,915477,14,1242,high,purchase,2023-12-08 23:29:36,Mid,1,3,0,10,4,12,23,0,0.9366666666666665
